18.5467061067	19.1525915891	 4.7264205863
-26.4088202647	-16.9992183613	10.9448967336
 3.7593043458	23.7367003701	 7.1449264784
23.0365533739	 1.9311953510	 5.0691604690
 6.6472664445	21.3496214004	10.7987337669
 2.4438922023	18.9209472011	 2.1525577770
18.1932988796	-25.1623882040	 9.0590770979
23.5080706099	-22.6761474356	 4.2826716839
20.2585099281	18.9912332358	 6.8745040717
-24.4069033117	-15.3276897186	 7.0586981630
 5.3227225011	18.0290126703	 1.4137748255
-23.8206744856	-15.4818367725	 4.0596086822
19.8553370371	 5.6219856972	 8.4350649210
16.5983459276	21.4675192055	 2.3415705732
-26.6567718365	-11.5610108687	 5.3607855328
-25.1087477678	-10.6474442103	 9.5324924043
20.1442852708	21.5551707039	10.5629014760
 2.0086002489	20.6557202650	 4.7973267315
19.9322709456	-0.2548455887	10.8896502690
22.0924293973	-21.6504120868	 2.2778510434
18.1099507014	19.4465376925	 4.8649817093
23.3136547455	-22.5968474611	 1.8879760350
21.0216735355	 2.5166479664	 0.6946514080
-23.1341386901	-10.5619879905	 6.0804264811
19.2670651145	20.6807818466	 2.3130086490
22.9608064614	-26.5096952876	 9.4866478376
23.0728089366	 6.2369355127	 8.8461480292
-27.7418358226	-16.5143454659	 6.3863593774
21.6639920093	-26.6230767709	 0.9896841560
21.5728205727	 2.5928581855	 6.6044528173
13.7270803874	19.5555239916	 8.6819891462
18.3385106852	23.2817200354	 3.0369815744
-27.7418992172	-10.9856635577	 6.1928084131
 1.3974124755	23.3930548135	 2.5078688476
25.0142321705	 1.2879133988	 8.7895273888
19.0667023785	-21.9775465337	10.6845602365
19.0354121931	 1.6285562552	 9.4912950422
14.8711535586	18.3208957138	 2.8813521238
22.5421722920	 0.5435114382	 3.6297912140
21.2381270504	 4.5746442136	 3.0806511897
16.8049535521	19.9582737577	 4.6238930296
14.8273795317	21.8948286314	10.8987977417
18.6514003719	19.3728752366	 9.9236816611
 3.6544706328	21.1929348041	 2.3037611892
20.4518230161	-0.5124560139	 6.3190794835
23.7526051841	-25.4214731108	 4.3023740217
21.9487914112	-25.6887050456	 1.5966632745
20.1595223967	 2.5875837949	 2.7823859681
18.6461999083	-26.7537466877	 3.0704202922
-23.7279897902	-15.3223912478	 8.9563258693
22.4447770416	-24.2407662049	10.5336975826
-28.8807971658	-15.1807521235	 3.0765874366
-28.2595374484	-12.2720231009	10.7724873735
-27.2401034299	-16.7439263263	10.6304440610
-0.0542392212	22.2313823870	 9.6013190990
 0.9462704956	20.3244064917	10.4944618107
22.9519965589	-21.7864920716	 5.4430525076
 5.3179739119	21.1643341689	 1.9500232845
-25.2808399940	-13.6647680079	10.9474815355
23.9899565311	-24.4142032742	 5.4338015502
19.8646208690	-27.7421447297	 6.6905542134
-23.3582723397	-15.6559045127	 0.8847890766
-24.5530961334	-17.0643659115	 0.1155575383
25.2307984245	 4.1670719089	 5.9941152684
17.1489527619	-24.3950991441	 8.5910972145
19.4927204624	 4.1680870762	 4.8486704766
17.2233643367	16.2443510578	 8.0321515128
21.5830043022	-26.4159471774	 2.7462758545
19.8945927370	 0.2062321156	 9.9602600820
19.9285486630	 6.0315611964	 3.3639824060
 3.0621212238	20.8242656812	 8.1831358727
23.7344045815	-27.3900863963	 0.4972894158
-27.4140872267	-11.8797315889	 0.8332182070
21.5410532437	-26.8322075863	 6.9700604608
20.7263113489	-0.7015525722	 6.6554067439
19.0796677101	19.3830316612	 5.2472553505
20.6838607013	 0.4988975264	 0.4126801551
