X	Y	Z
-16.810570719259417	50.00874289034796	20.29370561805936
-13.392559625220368	44.68579610506431	20.963853402716428
-9.84703828268082	45.23650639660599	25.581489950274303
-12.039140445349181	45.424202242358206	23.44193232213232
-7.808349689621264	37.86734179694595	20.783921194868064
-15.207577563677141	46.5188790909406	25.483396414306046
-12.545376195222948	45.06791693579976	23.026484427640714
-12.472521089844513	45.20196006109051	24.950493885242324
-10.579660067115812	44.56179819085762	23.006802487024316
-15.888749464113074	47.432846978501516	20.511758288328437
-11.963961622165671	48.038554997782114	21.640557332939153
-12.504853129927438	42.02929853875496	26.045756703907568
-11.454160485740307	49.80400367444767	23.764663974664593
-20.678380629734857	43.13432421333566	20.720860125061147
-12.39325099956147	45.81988139630843	20.461213928164717
-13.196463040404057	46.56465094253425	22.386650973233678
-12.60889104084931	45.03474194409979	21.593427786306847
-14.742172103008063	48.13701607261746	28.116617191893127
-11.445482574181383	42.150968426243544	20.525429577671844
-8.741187614996637	41.8834479837368	23.865579222276864
-6.670989930071036	41.862107616176644	17.77431469270537
-16.839957944595117	51.322826573512145	18.203529816745046
-12.71708629141289	44.80913243812995	23.755891858568813
-12.716967749120625	41.6656593249146	18.22911964891835
-12.2580106974522	45.32246015764495	23.436608264228262
-11.894690581137636	46.098742844979085	25.13557676144032
-18.48894041523343	47.77867396303558	17.079974689234362
-8.647575557425242	47.79979153137209	24.50182536977799
-12.39366354461421	43.58265722589553	22.45925642470186
-15.295726379369471	46.66807935134225	19.452959396741758
-13.468123500625126	45.007370958568785	23.387947540149888
-10.170863937287498	46.20578863265858	20.20902112947016
-11.561452694411651	43.71662009493233	23.51388828090037
-15.002985461960181	44.053108540997435	20.701565818772643
-12.597205556424381	44.97849149768643	22.693122063415018
-10.238621687300297	43.49976051788206	22.593935529622925
-10.261163996065132	46.59407925795871	31.844197060123527
-11.840499520174735	45.65203795304703	24.86363631264239
-16.3909362954709	53.05407811089684	26.414945429327588
-10.577562936792862	45.86558631066997	26.129830377850325
-13.114020509911638	43.06003172022913	23.996664612964135
-17.610659928724196	45.544415200280895	16.813673867226466
-9.988799273846544	48.10086396616285	24.710557381046083
-13.928841904157215	43.811238878810755	19.17466278085066
-17.48824542065362	43.661984604458	17.898395667053805
-13.359602607849776	45.408010210101345	24.066055424513277
-15.30046324741923	40.35781681082943	17.170439318044707
-11.626636336672906	45.410280747710196	22.500764515384123
-12.040410470405362	45.64411806278008	20.681172238651257
-12.26821850213011	43.87945897941897	20.73388350948358
-12.386993863498034	44.69515771413011	24.5693326798732
-8.73784693737564	50.48600368795306	22.46268019628107
-17.64862976478767	38.59532613533688	26.139148894942256
-6.704493611228745	45.331004342704965	29.44877799243782
-10.889763330029185	45.85432105358309	22.502331509134628
-12.906918988454658	45.1871776791403	23.33011185590152
-12.588960082257362	44.66567770425884	21.81846579417357
-8.132045445914692	48.15920947065072	26.649184312266193
-11.727818730118509	41.87898393010022	25.110767192262543
-9.277271821651823	47.82291271909503	27.42467922568015
-17.566113634693334	43.15533328560607	24.458847268573944
-18.53551601222289	42.701757394081994	24.203500101012065
-16.844205725457314	45.15961264774314	21.246593072671352
-16.936832853343574	41.702284867007286	22.871751364047412
-12.727102555086882	45.18640255858633	32.904992274301016
-11.172103549672617	48.3237208931306	17.59583396142875
-11.396392411149408	42.44247140189141	32.34601466739305
-14.146064514669535	54.14009461552843	22.06966847663124
-14.627391541490203	52.76627412766493	18.62842976981514
-12.861199465322938	45.91605373478074	23.13252648437626
-18.38451768118481	47.77094008291719	29.245625035973724
-15.282009335851761	48.6653158208955	16.23336122436818
-13.487933184761534	45.58240747865962	22.334385776365583
-13.357909244978416	46.87983076365977	17.270040306962592
-12.723167092636464	44.727092456504856	21.945754605775747
-16.91552965671531	50.09725860108688	18.82763346729032
-13.027999419025525	44.962178378091586	25.85920602683501
-16.69013429961502	42.309986645837604	25.245718753478087
-11.6119775442586	45.376106164721364	23.042390522030857
-12.024360043754285	44.82368004292024	15.424423539567812
-16.457887489881426	46.726410164865214	17.52047173226776
-11.661733003463942	41.57938839195608	20.26433769787124
-12.683810059055975	44.81864530638885	23.53991218252341
-9.351700596955464	53.692639517525166	19.528493410244327
-9.44912351471961	45.74126914915656	25.756824904291694
-13.544195457869945	45.17611007337985	24.259360329732196
-13.943011486058166	44.31535754378462	32.969241596947654
-12.470648490899848	49.3830885907488	21.679450087794542
-12.117635358106051	44.872975386956924	24.054684293065193
-9.168042308443905	36.395935960389394	23.768332427590273
-13.150065742836034	45.021877904836245	23.372600499088275
-11.624337152270797	36.61712288643638	27.402065500858118
-12.506844486604493	45.029822937045864	23.11894643689606
-13.044582389375185	51.09291188826924	26.637617659552745
-12.198221354190206	43.41620880867894	19.48462473190949
-12.667741927241849	43.789848530215544	22.83524847310717
-14.579254126119416	44.95253060010153	25.63156154995548
-11.94540422628603	47.026737327416576	26.306643868535005
-12.260891795419665	45.01192188067356	21.877050817360725
-11.085094577413615	45.23699355275039	21.641269428556555
-9.54800230817509	47.39954206159705	25.140730975964296
-10.479366968812489	41.526726767817834	20.919118521696547
-12.936080436892807	39.72655163530626	19.10826814168666
-9.91546759588272	46.83384212244772	23.569681611232213
-17.720317184402155	43.08537648477577	29.98468720825292
-12.708064750282103	45.06237618307388	22.355950784867183
-13.704262566961479	44.10787446224177	18.598312304035172
-13.399065367331046	43.76135466562658	26.51593812612306
-12.389441661458621	44.869235612916256	23.2052654078021
-12.428335771483566	45.25644847464213	28.440815721515477
-12.131888090912588	45.089175209389715	30.134076213050083
-12.339814612030887	44.66144778437643	23.367059542607105
-13.827406641381847	43.91329736334742	27.69514323380511
-11.751107545665265	44.42899326677505	19.944773938471123
-12.701694053379985	45.38875041704599	24.328058564132075
-13.769203651641284	50.897140413015144	22.975363871411872
-14.113241614842206	46.97280676649463	26.32935564726245
-12.295044610318124	44.53268346716637	21.99967920081516
-12.501797371022807	43.208254320380924	24.26387067532104
-17.351476885264297	42.221303250851435	24.94512410889201
-17.148597622228053	45.38511204073272	22.51670977707055
-13.754494887554078	44.3202719278297	19.837357085824024
-7.103628676900665	42.32677123433924	30.312890067404446
-17.872795587625504	43.80621558183572	24.89764596791026
-14.341232851104312	45.14415316910201	24.488256711163068
-12.451731978483098	44.89049991640443	23.236455998483855
-21.930252411973076	47.09032544849519	21.75256278039538
-15.402915022239428	44.16557815540734	22.96632717346144
-12.712862449304131	45.664540161539655	20.29726440311296
-11.829460271398387	44.72837444401127	16.14054974554665
-15.704300063220654	42.50002147527518	29.394342317983664
-13.31104710745094	46.19039907541758	31.01447911047365
-12.876525262502865	46.7799406097692	25.05589035721893
-12.214793098631882	38.98973152808413	17.937890167566014
-11.904882478260046	44.8929344603522	23.886995890765476
-13.190330463168278	51.16298779368202	29.64930943174064
-16.825624793112457	45.734001484452754	25.127215387618403
-10.797202903983742	45.6896968035113	13.746583012391504
-12.124327160767505	43.74644933693135	22.37853406853747
-12.886803582187891	45.20284386822533	25.317841785140995
-9.961513297871335	45.32994265399057	28.38191273262874
-13.767673917882243	45.14599332239085	22.02398257729794
-10.860812839132713	46.28683308631656	26.718073711447676
-12.78867882059152	43.69425811192294	18.202245854534148
-12.55638823531623	45.05603815898797	24.87340051019025
-14.084329505022803	44.761916529754714	30.052525917947108
-14.363020350559026	46.08092429093021	18.93851218965418
