800
60	92	66	53	3
82	74	55	50	4
182	61	65	63	0
550	66	81	85	1
732	50	100	70	7
135	72	77	96	1
495	50	52	57	9
493	82	86	51	10
371	83	92	56	8
769	63	54	87	2
239	98	94	56	6
676	86	99	82	2
336	52	85	88	1
144	55	99	56	1
519	86	81	54	4
392	66	65	77	6
225	68	89	57	8
278	64	87	99	7
654	68	72	51	1
558	97	93	56	5
315	88	84	77	5
240	91	91	77	5
629	93	90	67	9
424	96	93	68	6
324	57	60	56	8
521	84	67	87	3
655	80	98	88	7
680	61	52	84	0
23	54	86	77	10
308	74	98	93	3
713	62	51	82	1
230	70	83	78	4
706	73	89	64	4
647	76	64	50	0
491	91	51	64	1
606	85	63	74	9
644	82	85	87	2
310	65	57	77	8
379	60	79	84	5
99	62	66	80	6
110	88	60	64	5
566	53	66	92	9
314	53	93	54	1
458	72	72	76	1
406	92	56	68	8
593	63	50	85	9
94	93	58	80	8
590	63	67	77	3
232	59	92	62	7
505	97	68	52	1
646	73	74	55	1
165	74	91	57	0
585	77	59	93	3
537	57	84	57	6
269	86	86	57	9
736	62	98	69	0
559	58	94	62	10
412	90	93	68	3
761	67	61	86	0
532	99	99	69	3
608	65	69	57	2
338	81	52	84	4
691	80	90	95	2
204	95	66	67	2
212	84	92	94	1
610	63	83	72	4
139	86	90	56	10
216	99	98	93	5
400	68	74	99	5
587	81	89	87	3
417	69	75	53	0
653	85	75	58	0
742	88	72	62	1
147	88	64	71	8
692	79	96	94	6
799	56	68	66	6
25	75	86	63	9
441	88	71	59	6
623	98	90	78	1
77	68	73	65	7
373	66	60	79	2
625	64	79	54	2
238	93	87	51	3
187	60	87	99	7
398	85	100	75	3
228	91	68	66	9
683	69	95	86	4
780	67	97	55	6
89	96	89	97	2
279	66	79	59	7
41	75	57	51	10
64	71	83	70	4
188	100	55	97	0
337	69	73	63	9
101	93	71	85	6
534	73	89	100	6
206	85	51	95	2
197	92	51	88	2
638	69	61	74	6
556	78	100	92	2
35	94	60	71	5
154	76	51	78	6
800	61	71	67	6
579	94	98	97	5
453	87	82	64	9
649	87	67	77	3
562	70	59	73	2
48	58	80	56	0
234	95	60	68	7
91	87	50	77	4
365	95	64	71	5
457	62	53	71	10
439	53	93	81	9
428	91	96	91	10
311	70	57	62	8
549	74	71	71	9
343	66	93	58	9
50	88	82	97	4
339	69	99	67	7
27	80	59	60	7
195	52	85	98	6
106	99	91	89	10
355	56	75	55	6
98	79	66	81	8
618	92	93	81	1
274	50	86	90	7
249	83	89	82	6
333	96	61	100	5
586	52	88	99	9
473	96	99	80	10
268	59	73	82	10
345	97	90	78	10
52	60	50	59	3
490	71	94	97	10
634	87	98	64	0
5	72	86	90	1
145	68	79	81	9
92	66	92	61	8
389	83	60	57	0
258	92	59	53	0
122	56	81	89	4
572	70	81	89	10
177	86	68	63	9
729	63	90	74	6
387	79	93	87	4
159	54	85	65	0
642	84	53	54	5
83	87	62	70	0
776	58	92	94	0
787	50	52	71	4
118	71	79	67	8
605	77	84	62	1
331	70	81	99	6
252	84	53	99	7
690	82	73	70	7
484	89	72	82	5
109	95	89	87	2
541	54	79	94	5
136	55	86	80	1
504	76	58	95	7
460	95	69	94	2
694	90	77	52	7
523	98	100	87	5
219	76	72	78	0
689	61	77	85	6
208	53	74	98	0
408	86	100	79	6
114	96	67	88	4
421	70	97	70	10
138	56	91	56	9
132	70	63	69	9
589	78	62	77	7
71	97	52	78	4
599	69	85	85	8
737	80	76	62	5
245	96	67	77	6
449	98	58	53	1
516	78	96	56	5
214	86	76	58	6
142	65	87	64	4
758	70	58	64	1
57	77	97	70	1
38	58	63	61	2
236	78	53	79	6
500	80	83	94	3
790	73	50	50	4
793	67	64	72	3
474	51	90	50	8
557	68	63	86	7
726	74	92	95	9
115	83	66	87	6
600	67	99	84	1
616	57	70	100	8
344	90	75	78	0
262	68	51	94	10
293	82	92	66	8
399	88	55	89	7
461	57	51	83	6
360	69	66	72	7
1	89	68	55	8
14	86	98	69	8
155	74	84	91	0
318	81	93	89	0
733	60	89	52	10
725	83	95	60	8
127	79	85	64	4
498	62	80	93	7
130	89	98	50	3
436	83	73	94	0
349	85	52	68	8
501	51	83	90	7
645	80	86	64	8
775	94	73	68	3
328	54	60	60	8
480	65	55	54	4
533	83	93	81	2
377	60	53	81	1
661	97	89	84	10
477	82	73	65	6
656	74	99	84	0
718	88	86	81	10
546	76	93	81	0
722	63	96	84	4
285	83	55	56	6
95	63	71	88	1
63	75	93	60	8
527	77	76	71	4
121	88	92	72	4
281	67	83	55	8
624	94	53	78	5
157	70	97	90	5
774	99	80	53	3
256	67	62	51	2
414	59	67	90	5
592	61	78	89	1
372	72	95	71	0
465	95	96	99	10
678	78	50	91	8
617	100	76	84	2
744	57	74	100	6
419	54	59	76	7
425	81	59	94	7
359	66	65	61	6
103	97	68	50	2
85	51	74	66	4
96	65	86	76	9
322	86	96	72	1
33	74	97	89	3
547	97	82	83	7
544	61	76	85	6
264	55	92	69	1
353	60	92	92	2
321	74	98	71	3
431	56	85	63	2
56	51	81	82	6
575	72	92	90	8
622	82	50	88	2
451	86	50	82	10
352	80	99	65	3
113	50	76	89	2
8	91	87	87	1
469	57	66	71	1
381	71	55	92	2
181	81	100	100	10
565	66	58	64	0
173	57	56	85	9
518	58	56	61	8
529	97	96	81	1
125	63	87	58	4
174	57	82	66	3
62	86	57	84	2
512	71	66	74	1
396	72	59	74	1
397	83	53	68	3
102	78	73	59	2
65	83	68	79	0
598	50	56	88	10
37	57	60	92	2
675	89	71	99	1
486	96	60	95	6
609	81	53	91	4
577	79	80	64	6
329	60	64	51	4
445	52	58	77	1
369	52	73	67	0
738	50	97	97	5
120	51	91	93	3
162	71	52	66	0
22	99	83	50	0
578	53	56	71	6
420	66	64	86	2
19	51	90	73	3
168	78	60	66	0
574	61	96	89	5
330	57	53	54	3
701	73	51	87	6
313	80	83	72	3
111	97	96	63	1
536	59	85	78	9
602	51	96	54	1
731	73	60	58	10
788	55	79	65	5
116	81	84	59	4
674	63	100	69	0
141	60	76	61	4
773	95	61	92	0
305	71	97	50	0
226	88	100	64	7
176	67	95	62	4
124	68	71	65	6
59	67	52	92	4
755	59	68	78	3
294	61	89	57	2
652	97	98	51	9
791	99	81	60	6
273	68	91	98	8
179	85	81	87	10
368	60	53	82	6
84	53	92	61	4
752	59	81	69	9
167	83	88	99	3
564	96	69	93	10
426	76	74	94	7
340	96	88	87	8
699	91	80	87	3
724	65	50	87	6
6	92	57	67	2
662	72	79	91	5
189	64	83	62	1
244	98	70	96	3
175	99	72	60	5
255	80	59	68	5
386	93	57	77	7
49	95	52	60	0
452	70	97	97	3
39	89	81	54	10
334	85	58	81	2
657	96	77	73	9
520	92	71	67	0
341	80	71	83	3
513	89	91	88	7
325	86	93	97	5
494	87	87	73	8
105	98	88	61	2
510	100	83	71	10
275	88	99	57	4
506	83	96	62	6
26	71	74	99	6
743	73	61	68	7
422	93	68	77	2
576	61	80	63	6
798	97	69	90	5
597	67	70	76	10
488	87	84	73	2
747	76	51	82	9
643	82	92	50	9
384	58	83	69	2
686	63	59	72	3
172	61	58	97	10
688	99	73	58	9
650	73	64	66	10
224	65	71	93	10
570	81	60	97	3
12	61	68	91	8
350	72	86	62	2
198	99	99	63	2
727	80	52	68	4
746	77	65	90	9
68	77	69	89	1
31	97	71	80	4
202	51	81	68	6
795	51	94	55	5
720	71	77	67	2
768	78	51	63	4
16	66	50	84	8
753	95	97	100	2
169	67	57	92	0
317	84	82	83	10
483	96	54	78	2
762	71	100	96	1
446	75	73	68	10
190	85	95	57	1
492	62	91	56	0
539	59	71	90	10
193	100	50	63	7
358	65	60	62	1
43	82	93	62	10
667	96	88	58	9
664	50	94	58	10
509	64	91	78	9
253	51	90	70	5
128	99	86	91	9
346	100	68	58	6
200	68	77	93	7
772	84	93	60	4
383	82	50	83	8
263	90	76	68	7
454	52	88	58	10
100	100	90	98	2
119	63	60	88	1
265	79	80	56	8
259	61	70	60	5
2	89	88	56	6
630	50	90	62	10
178	94	85	67	4
112	65	82	55	0
220	94	52	60	7
671	70	57	69	6
241	80	74	95	5
730	62	73	68	1
351	58	90	65	9
489	68	96	81	7
637	93	80	93	3
685	94	90	59	5
670	69	68	76	3
503	92	88	51	3
552	99	77	69	6
470	85	72	75	6
257	80	84	72	3
307	54	54	78	3
478	89	70	66	3
18	88	78	69	8
418	54	92	53	9
716	89	63	71	10
438	100	59	74	4
719	90	75	85	0
535	80	63	79	7
423	86	79	94	7
66	94	77	66	0
117	56	55	58	0
631	79	83	52	0
596	57	61	59	10
375	66	77	97	4
199	100	74	52	1
614	52	95	65	8
496	68	72	76	4
538	50	62	95	1
58	97	57	89	10
158	50	55	92	5
185	78	60	92	5
11	62	88	67	8
437	51	74	83	1
30	90	96	67	0
291	83	65	93	3
312	95	55	58	7
427	79	89	99	10
133	87	58	100	8
45	60	74	59	2
388	100	80	88	0
247	90	94	77	2
131	50	67	82	7
320	85	52	66	6
364	52	84	76	6
80	99	79	52	0
411	64	57	63	6
517	82	83	81	0
636	96	76	78	6
